Institute,Link,Coursename,Skills,Rating,Review,Level,Type,Duration,Platform
Northwestern University,https://www.coursera.org/learn/leadership-collaboration,leadership collaboration,"Collaboration, Communication, Leadership Development, Leadership and Management, Strategy, Strategy and Operations, People Analysis, People Development, Decision Making, Organizational Development, Negotiation",4.8,3000,Mixed , Course , 1 - 4 Weeks,coursera
Northwestern University,https://www.coursera.org/learn/modernrobotics-course2,modernrobotics course2,"Algebra, Computer Programming, Computer Programming Tools, Geometry, Matlab, Python Programming, Algorithms, Critical Thinking",4.9,283,Intermediate , Course , 1 - 4 Weeks,coursera
Northwestern University,https://www.coursera.org/learn/modernrobotics-course6,modernrobotics course6,Computer Programming,4.9,52,Intermediate , Course , 1 - 4 Weeks,coursera
Northwestern University,https://www.coursera.org/learn/modernrobotics-course4,modernrobotics course4,"Mathematics, Algorithms, Differential Equations, Graph Theory, Linear Algebra, Planning",4.9,110,Intermediate , Course , 1 - 4 Weeks,coursera
Novartis,https://www.coursera.org/learn/targets-assays-screening,targets assays screening,,0.0,0,Intermediate , Course , 1 - 4 Weeks,coursera
Novartis,https://www.coursera.org/learn/pre-formulation,pre formulation,,0.0,0,Intermediate , Course , 1 - 4 Weeks,coursera
Novartis,https://www.coursera.org/learn/lead-selection-optimization,lead selection optimization,,0.0,0,Intermediate , Course , 1 - 4 Weeks,coursera
Novartis,https://www.coursera.org/learn/good-clinical-practice-novartis,good clinical practice novartis,,4.6,163,Beginner , Course , 1 - 4 Weeks,coursera
Novartis,https://www.coursera.org/specializations/clinical-trials-good-clinical-practice,clinical trials good clinical practice,Google Cloud Platform,4.6,216,Beginner , Specialization , 1 - 3 Months,coursera
Novartis,https://www.coursera.org/learn/fundamentals-of-gcp-prep-staffing,fundamentals of gcp prep staffing,Google Cloud Platform,4.7,41,Beginner , Course , 1 - 4 Weeks,coursera
Novartis,https://www.coursera.org/learn/gcp-recruitment,gcp recruitment,Google Cloud Platform,4.8,45,Beginner , Course , 1 - 4 Weeks,coursera
Novartis,https://www.coursera.org/learn/introduction-to-drug-hunting,introduction to drug hunting,,4.9,26,Intermediate , Course , 1 - 4 Weeks,coursera
Novartis,https://www.coursera.org/learn/pharmacokinetics,pharmacokinetics,,4.9,12,Intermediate , Course , 1 - 4 Weeks,coursera
Novartis,https://www.coursera.org/specializations/drug-hunting-discovery-and-development,drug hunting discovery and development,,4.9,48,Intermediate , Specialization , 3 - 6 Months,coursera
Novartis,https://www.coursera.org/learn/preclinical-safety,preclinical safety,,5.0,8,Intermediate , Course , 1 - 4 Weeks,coursera
NVIDIA,https://www.coursera.org/learn/the-fundamentals-of-rdma-programming,the fundamentals of rdma programming,Computer Programming,4.6,8,Intermediate , Course , 1 - 3 Months,coursera
NVIDIA,https://www.coursera.org/learn/ai-infrastructure-operations-fundamentals,ai infrastructure operations fundamentals,"Deep Learning, Machine Learning",4.6,132,Beginner , Course , 1 - 4 Weeks,coursera
NVIDIA,https://www.coursera.org/learn/introduction-to-networking-nvidia,introduction to networking nvidia,,4.6,143,Beginner , Course , 1 - 4 Weeks,coursera
O.P. Jindal Global University,https://www.coursera.org/learn/india-us-relations-geopolitics-culture-and-business-mooc,india us relations geopolitics culture and business mooc,,0.0,0,Beginner , Course , 1 - 3 Months,coursera
O.P. Jindal Global University,https://www.coursera.org/learn/the-making-of-us-foreign-policy-mooc,the making of us foreign policy mooc,,0.0,0,Beginner , Course , 1 - 3 Months,coursera
O.P. Jindal Global University,https://www.coursera.org/degrees/mba-business-analytics-jgu,mba business analytics jgu,"Computer Programming, Critical Thinking, Finance, Machine Learning, Natural Language Processing, Operations Management, Project Management, Tensorflow",0.0,0,Advanced ,Degree , 24  - 36 months,coursera
O.P. Jindal Global University,https://www.coursera.org/degrees/ma-international-relations-security-strategy-jgu,ma international relations security strategy jgu,"Culture, Leadership and Management, Negotiation, Problem Solving, Risk Management",0.0,0,Advanced ,Degree , 24  - 36 months,coursera
O.P. Jindal Global University,https://www.coursera.org/degrees/ma-public-policy-jgu,ma public policy jgu,"Data Analysis, Econometrics, Epidemiology, Finance, Leadership Development, Taxes",0.0,0,Advanced ,Degree , 24  - 36 months,coursera
O.P. Jindal Global University,https://www.coursera.org/learn/ethics-in-public-policy,ethics in public policy,,4.0,7,Beginner , Course , 1 - 3 Months,coursera
O.P. Jindal Global University,https://www.coursera.org/learn/american-politics-society-and-history-mooc,american politics society and history mooc,,4.1,8,Beginner , Course , 1 - 3 Months,coursera
O.P. Jindal Global University,https://www.coursera.org/learn/principlesofmanagement,principlesofmanagement,Critical Thinking,4.5,13,Beginner , Course , 1 - 3 Months,coursera
O.P. Jindal Global University,https://www.coursera.org/learn/introduction-to-academic-writing,introduction to academic writing,"Communication, Research and Design, Writing",4.6,67,Beginner , Course , 1 - 4 Weeks,coursera
O.P. Jindal Global University,https://www.coursera.org/learn/power-and-foreign-policy-in-international-relations,power and foreign policy in international relations,,4.7,85,Beginner , Course , 1 - 3 Months,coursera
Olay,https://www.coursera.org/learn/quality-control-and-regulatory-in-cosmetic-science,quality control and regulatory in cosmetic science,,4.2,11,Beginner , Course , 1 - 4 Weeks,coursera
Olay,https://www.coursera.org/learn/introduction-to-cosmetic-and-skin-care-science,introduction to cosmetic and skin care science,,4.6,89,Beginner , Course , 1 - 3 Months,coursera
Olay,https://www.coursera.org/learn/cosmetic-product-development,cosmetic product development,,4.6,15,Beginner , Course , 1 - 4 Weeks,coursera
Olay,https://www.coursera.org/specializations/introduction-to-cosmetic-science,introduction to cosmetic science,,4.6,128,Beginner , Specialization , 3 - 6 Months,coursera
Olay,https://www.coursera.org/learn/cosmetic-formulation-science,cosmetic formulation science,,4.8,29,Beginner , Course , 1 - 4 Weeks,coursera
Oracle,https://www.coursera.org/learn/oracle-autonomous-database-administration,oracle autonomous database administration,Databases,4.6,38,Intermediate , Course , 1 - 4 Weeks,coursera
Oracle,https://www.coursera.org/learn/oraclecloud-infrastructure-foundations,oraclecloud infrastructure foundations,"Cloud Computing, Cloud Infrastructure, Databases",4.7,191,Beginner , Course , 1 - 4 Weeks,coursera
Oracle,https://www.coursera.org/learn/oracle-cloud-data-management-foundations-workshop,oracle cloud data management foundations workshop,,4.7,6,Beginner , Course , 1 - 4 Weeks,coursera
Oracle,https://www.coursera.org/learn/oracle-cloud-infrastructure-architect-associate,oracle cloud infrastructure architect associate,Cloud Computing,4.8,19,Intermediate , Course , 1 - 3 Months,coursera
Oracle,https://www.coursera.org/learn/oracle-cloud-infrastructure-architect-professional,oracle cloud infrastructure architect professional,Cloud Computing,4.9,16,Advanced , Course , 1 - 3 Months,coursera
Oracle,https://www.coursera.org/learn/oracle-cloud-infrastructure-operations-associate,oracle cloud infrastructure operations associate,Cloud Computing,4.9,14,Beginner , Course , 1 - 3 Months,coursera
Osmosis,https://www.coursera.org/learn/covid-19-what-you-need-to-know,covid 19 what you need to know,Leadership and Management,4.8,7000,Beginner , Course , 1 - 4 Weeks,coursera
Packt,https://www.coursera.org/learn/packt-cryptography-learn-public-key-infrastructure-from-scratch-mbsj1,packt cryptography learn public key infrastructure from scratch mbsj1,Cryptography,0.0,0,Intermediate , Course , 1 - 3 Months,coursera
Packt,https://www.coursera.org/learn/packt-pmi-rmp-r-certification-training-dxdpr,packt pmi rmp r certification training dxdpr,"Project Management, Risk Management",0.0,0,Intermediate , Course , 1 - 3 Months,coursera
Packt,https://www.coursera.org/learn/packt-fundamentals-of-secure-software-dqsu3,packt fundamentals of secure software dqsu3,,0.0,0,Intermediate , Course , 1 - 3 Months,coursera
Palo Alto Networks,https://www.coursera.org/professional-certificates/palo-alto-networks-cybersecurity-fundamentals,palo alto networks cybersecurity fundamentals,"Network Security, Security Engineering, Computer Networking, System Security, Software Security, Network Architecture, Cloud Computing, Computer Security Models, Strategy and Operations, Computer Security Incident Management, Network Model, Operations Management, Security Software, Software As A Service, Cloud Applications, Cloud Infrastructure, Cyberattacks, Networking Hardware, Security Strategy, Strategy, Cloud Management, Cloud Standards, Cloud-Based Integration, Leadership and Management, Operating Systems, Software-Defined Networking",4.6,587,Beginner , Professional Certificate , 3 - 6 Months,coursera
Palo Alto Networks,https://www.coursera.org/learn/palo-alto-networks-cloud-sec-fundamentals,palo alto networks cloud sec fundamentals,"Cloud Computing, Computer Networking, Network Security, Security Engineering, Cloud Infrastructure, Cloud Management, Cloud Standards, Software As A Service, Cloud Applications, Cloud-Based Integration",4.7,100,Intermediate , Course , 1 - 3 Months,coursera
Palo Alto Networks,https://www.coursera.org/learn/palo-alto-networks-cybersecurity-foundation-a,palo alto networks cybersecurity foundation a,"Computer Networking, Cyberattacks, Network Security, Security Engineering, Security Strategy, Software Security, Strategy, System Security, Cloud Computing, Strategy and Operations",4.7,373,Intermediate , Course , 1 - 3 Months,coursera
Palo Alto Networks,https://www.coursera.org/learn/palo-alto-networks-network-security-fundamentals,palo alto networks network security fundamentals,"Computer Networking, Network Architecture, Network Model, Network Security, Security Engineering, Networking Hardware, Computer Security Models, Software-Defined Networking, System Security, Computer Security Incident Management",4.7,148,Intermediate , Course , 1 - 3 Months,coursera
Palo Alto Networks,https://www.coursera.org/learn/palo-alto-networks-security-operations-center-fundamentals,palo alto networks security operations center fundamentals,"Network Security, Operations Management, Security Engineering, Security Software, Software Security, Strategy and Operations, System Security, Computer Security Incident Management, Leadership and Management, Operating Systems",4.8,156,Intermediate , Course , 1 - 3 Months,coursera
"Parsons School of Design, The New School",https://www.coursera.org/learn/material-chemistry-and-sustainable-building,material chemistry and sustainable building,,4.5,6,Intermediate , Course , 1 - 4 Weeks,coursera
"Parsons School of Design, The New School",https://www.coursera.org/learn/economics-society-markets-and-inequality,economics society markets and inequality,"Behavioral Economics, Communication, Critical Thinking",4.8,40,Beginner , Course , 1 - 3 Months,coursera
"Parsons School of Design, The New School",https://www.coursera.org/learn/building-materials-and-human-health,building materials and human health,,4.8,10,Intermediate , Course , 1 - 4 Weeks,coursera
"Parsons School of Design, The New School",https://www.coursera.org/learn/sustainable-building-design-and-specification,sustainable building design and specification,,4.9,9,Intermediate , Course , 1 - 4 Weeks,coursera
"Parsons School of Design, The New School",https://www.coursera.org/learn/sustainable-construction-in-a-circular-economy,sustainable construction in a circular economy,,5.0,9,Intermediate , Course , 1 - 4 Weeks,coursera
Peking University,https://www.coursera.org/learn/nursing-research-principles-and-methods,nursing research principles and methods,,0.0,0,Intermediate , Course , 1 - 3 Months,coursera
Peking University,https://www.coursera.org/learn/health-care-and-promotion-for-infants-and-toddlers,health care and promotion for infants and toddlers,,0.0,0,Intermediate , Course , 1 - 3 Months,coursera
Peking University,https://www.coursera.org/learn/management-communication,management communication,"Leadership and Management, Communication",2.8,6,Mixed , Course , 1 - 3 Months,coursera
Peking University,https://www.coursera.org/learn/xingfa-xue-zong-lun,xingfa xue zong lun,,2.9,19,Intermediate , Course , 3 - 6 Months,coursera
Peking University,https://www.coursera.org/learn/advanced-neurobiology1,advanced neurobiology1,,4.1,586,Intermediate , Course , 1 - 3 Months,coursera
Peking University,https://www.coursera.org/learn/oncology-nursing,oncology nursing,,4.3,6,Intermediate , Course , 1 - 3 Months,coursera
Peking University,https://www.coursera.org/learn/bioinformatics-pku,bioinformatics pku,Bioinformatics,4.4,260,Mixed , Course , 3 - 6 Months,coursera
Peking University,https://www.coursera.org/learn/advancedneurobiologyii,advancedneurobiologyii,,4.4,150,Intermediate , Course , 1 - 3 Months,coursera
Peking University,https://www.coursera.org/learn/20cnwm,20cnwm,,4.4,48,Beginner , Course , 1 - 3 Months,coursera
Peking University,https://www.coursera.org/learn/os-pku,os pku,"Operating Systems, Algorithms",4.6,358,Intermediate , Course , 3 - 6 Months,coursera
Peking University,https://www.coursera.org/learn/spss-ruanjian,spss ruanjian,SPSS,4.6,149,Mixed , Course , 1 - 3 Months,coursera
Peking University,https://www.coursera.org/learn/shehu-yanjiu-fangfa,shehu yanjiu fangfa,,4.7,48,Mixed , Course , 1 - 3 Months,coursera
Peking University,https://www.coursera.org/learn/zhongri-jiaoliushi,zhongri jiaoliushi,,4.7,39,Beginner , Course , 1 - 3 Months,coursera
Peking University,https://www.coursera.org/learn/learn-chinese,learn chinese,,4.8,19000,Mixed , Course , 1 - 3 Months,coursera
Peking University,https://www.coursera.org/specializations/hsk-learn-chinese,hsk learn chinese,Writing,4.8,3300,Beginner , Specialization , 3 - 6 Months,coursera
Peking University,https://www.coursera.org/learn/hsk-1,hsk 1,Writing,4.9,2400,Beginner , Course , 1 - 3 Months,coursera
PepsiCo,https://www.coursera.org/learn/water-governance-economics,water governance economics,,0.0,0,Beginner , Course , 1 - 3 Months,coursera
PepsiCo,https://www.coursera.org/learn/the-water-cycle,the water cycle,,0.0,0,Beginner , Course , 1 - 4 Weeks,coursera
PepsiCo,https://www.coursera.org/learn/water-security-stewardship,water security stewardship,,0.0,0,Beginner , Course , 1 - 4 Weeks,coursera
PepsiCo,https://www.coursera.org/specializations/water-stewardship-pepsico,water stewardship pepsico,,0.0,0,Beginner , Specialization , 3 - 6 Months,coursera
Pohang University of Science and Technology(POSTECH),https://www.coursera.org/learn/blockchain101,blockchain101,,0.0,0,Intermediate , Course , 1 - 3 Months,coursera
Pohang University of Science and Technology(POSTECH),https://www.coursera.org/learn/cloud-iot-platform,cloud iot platform,"Cloud Computing, Cloud Platforms, Cloud Infrastructure, Cloud API, Cloud Applications, Internet Of Things, Microsoft Azure, Other Cloud Platforms and Tools, Amazon Web Services, Computer Programming",4.3,307,Beginner , Course , 1 - 3 Months,coursera
Pohang University of Science and Technology(POSTECH),https://www.coursera.org/learn/introduction-iot-boards,introduction iot boards,"Internet Of Things, Computer Networking, Networking Hardware, Computer Programming, Operating Systems, Computer Programming Tools, System Software, Cloud Computing, Python Programming, Hardware Design",4.6,1700,Beginner , Course , 1 - 3 Months,coursera
Pohang University of Science and Technology(POSTECH),https://www.coursera.org/learn/ferrous-technology-1,ferrous technology 1,,4.7,662,Beginner , Course , 1 - 3 Months,coursera
Pohang University of Science and Technology(POSTECH),https://www.coursera.org/learn/ferrous-technology-2,ferrous technology 2,,4.8,306,Beginner , Course , 1 - 3 Months,coursera
Pohang University of Science and Technology(POSTECH),https://www.coursera.org/learn/silla-science-technology,silla science technology,,4.8,56,Beginner , Course , 1 - 3 Months,coursera
Politecnico di Milano,https://www.coursera.org/learn/circular-business-models-fostering-sustainable-production,circular business models fostering sustainable production,,0.0,0,Beginner , Course , 1 - 3 Months,coursera
Politecnico di Milano,https://www.coursera.org/learn/strengthening-territorial-response-for-better-healthcare,strengthening territorial response for better healthcare,,0.0,0,Beginner , Course , 1 - 4 Weeks,coursera
Politecnico di Milano,https://www.coursera.org/learn/sustainable-textile-manufacturing,sustainable textile manufacturing,,0.0,0,Beginner , Course , 1 - 3 Months,coursera
Politecnico di Milano,https://www.coursera.org/learn/learning-innovation-network,learning innovation network,,0.0,0,Beginner , Course , 1 - 4 Weeks,coursera
Politecnico di Milano,https://www.coursera.org/learn/modelling-and-measuring-the-energy-transition,modelling and measuring the energy transition,,3.9,15,Beginner , Course , 1 - 4 Weeks,coursera
Politecnico di Milano,https://www.coursera.org/learn/artificial-intelligence-and-legal-issues,artificial intelligence and legal issues,"Leadership and Management, Algorithms, Regulations and Compliance",4.4,51,Beginner , Course , 1 - 4 Weeks,coursera
Politecnico di Milano,https://www.coursera.org/learn/one-health-pandemic-preparedness-prevention-and-response,one health pandemic preparedness prevention and response,,4.4,19,Intermediate , Course , 1 - 3 Months,coursera
Politecnico di Milano,https://www.coursera.org/learn/energy-management-for-real-estate,energy management for real estate,Leadership and Management,4.5,105,Beginner , Course , 1 - 4 Weeks,coursera
Politecnico di Milano,https://www.coursera.org/learn/artificial-intelligence-an-overview,artificial intelligence an overview,"Machine Learning, Human Computer Interaction, Algorithms, Computational Thinking, Human Learning, Machine Learning Algorithms, Strategy, Planning",4.5,118,Beginner , Course , 1 - 3 Months,coursera
Politecnico di Milano,https://www.coursera.org/learn/machine-learning-overview,machine learning overview,"Machine Learning, Machine Learning Algorithms, Reinforcement Learning",4.5,46,Beginner , Course , 1 - 4 Weeks,coursera
Politecnico di Milano,https://www.coursera.org/learn/archaeoastronomy,archaeoastronomy,,4.5,1400,Beginner , Course , 1 - 3 Months,coursera
Politecnico di Milano,https://www.coursera.org/specializations/artificial-intelligence-overview,artificial intelligence overview,"Machine Learning, Leadership and Management, Algorithms, Machine Learning Algorithms, Human Computer Interaction, Human Learning, Regulations and Compliance, Reinforcement Learning, Computational Thinking, Critical Thinking, Strategy, Planning",4.5,299,Beginner , Specialization , 3 - 6 Months,coursera
Politecnico di Milano,https://www.coursera.org/learn/fpga-intro,fpga intro,"Hardware Design, Computer Architecture, Computer Programming, Microarchitecture, Systems Design, Theoretical Computer Science",4.6,233,Beginner , Course , 1 - 3 Months,coursera
Politecnico di Milano,https://www.coursera.org/learn/financial-accounting-polimi,financial accounting polimi,"Accounting, Financial Accounting, Leadership and Management, Financial Management, Cost Accounting, Financial Analysis, General Accounting, Management Accounting, Cash Management",4.7,727,Beginner , Course , 1 - 3 Months,coursera
Politecnico di Milano,https://www.coursera.org/learn/fisica-sperimentale-meccanica-termodinamica,fisica sperimentale meccanica termodinamica,"Calculus, Leadership and Management, Strategy, Business Analysis, Data Analysis, Strategy and Operations, Decision Making, Communication, Design and Product, Finance",4.7,22,Beginner , Course , 1 - 3 Months,coursera
Politecnico di Milano,https://www.coursera.org/learn/ethics-of-artificial-intelligence,ethics of artificial intelligence,"Leadership and Management, Critical Thinking",4.7,99,Beginner , Course , 1 - 4 Weeks,coursera
Politecnico di Milano,https://www.coursera.org/learn/water-an-essential-resource,water an essential resource,,4.7,25,Beginner , Course , 1 - 4 Weeks,coursera
Politecnico di Milano,https://www.coursera.org/learn/reaching-vulnerable-groups-through-pandemic-policy,reaching vulnerable groups through pandemic policy,,4.7,10,Mixed , Course , 1 - 3 Months,coursera
Politecnico di Milano,https://www.coursera.org/specializations/platform-thinking,platform thinking,"Business Transformation, Innovation, Business Design",4.7,54,Beginner , Specialization , 3 - 6 Months,coursera
Politecnico di Milano,https://www.coursera.org/learn/trustworthy-ai-for-healthcare-management,trustworthy ai for healthcare management,Critical Thinking,4.8,40,Beginner , Course , 1 - 3 Months,coursera
Politecnico di Milano,https://www.coursera.org/learn/control-and-replan-using-earned-value-and-risk,control and replan using earned value and risk,"Leadership and Management, Project Management, Planning",4.8,64,Beginner , Course , 1 - 4 Weeks,coursera
Politecnico di Milano,https://www.coursera.org/learn/project-management-beyond-planning-and-control,project management beyond planning and control,"Project Management, Strategy and Operations, Conflict Management, Leadership and Management",4.8,118,Beginner , Course , 1 - 4 Weeks,coursera
Politecnico di Milano,https://www.coursera.org/learn/being-researcher,being researcher,,4.8,176,Beginner , Course , 1 - 3 Months,coursera
Politecnico di Milano,https://www.coursera.org/specializations/project-management-tools-approaches-skills,project management tools approaches skills,"Project Management, Leadership and Management, Strategy and Operations, Decision Making, Planning, Problem Solving, Product Management, Conflict Management",4.8,218,Beginner , Specialization , 1 - 3 Months,coursera
Politecnico di Milano,https://www.coursera.org/learn/designing-learning-innovation,designing learning innovation,"Innovation, Creativity",4.9,637,Beginner , Course , 1 - 3 Months,coursera
Politecnico di Milano,https://www.coursera.org/learn/designing-learning-innovation-intro,designing learning innovation intro,,5.0,6,Beginner , Course , 1 - 4 Weeks,coursera
Pontificia Universidad CatÃ³lica de Chile,https://www.coursera.org/learn/introduccion-a-la-mecanica-de-suelos,introduccion a la mecanica de suelos,,0.0,0,Beginner , Course , 1 - 3 Months,coursera
Pontificia Universidad CatÃ³lica de Chile,https://www.coursera.org/learn/mecanica-de-materiales,mecanica de materiales,,0.0,0,Beginner , Course , 1 - 3 Months,coursera
Pontificia Universidad CatÃ³lica de Chile,https://www.coursera.org/learn/electronica-digital-bit-a-bit-disenando-circuitos-complejos,electronica digital bit a bit disenando circuitos complejos,,4.1,8,Mixed , Course , 1 - 3 Months,coursera
Pontificia Universidad CatÃ³lica de Chile,https://www.coursera.org/learn/aprendiendo-programar-python,aprendiendo programar python,"Computational Logic, Computer Programming, Programming Principles, Python Programming, Algorithms, Data Analysis, Computer Programming Tools, Computational Thinking, System Programming, Problem Solving",4.4,4500,Beginner , Course , 1 - 3 Months,coursera
Pontificia Universidad CatÃ³lica de Chile,https://www.coursera.org/learn/sistemas-y-modelos-de-organizacion-de-la-atencion-en-salud,sistemas y modelos de organizacion de la atencion en salud,,4.4,7,Beginner , Course , 1 - 4 Weeks,coursera
Pontificia Universidad CatÃ³lica de Chile,https://www.coursera.org/learn/mineria-de-datos-introduccion,mineria de datos introduccion,"Algorithms, Data Analysis, Data Mining, Machine Learning, Machine Learning Algorithms, Probability & Statistics, Big Data, Probability Distribution, Statistical Machine Learning, Operational Analysis",4.6,1200,Beginner , Course , 1 - 3 Months,coursera
Pontificia Universidad CatÃ³lica de Chile,https://www.coursera.org/learn/electronica-digital-bit-a-bit-fundamentos,electronica digital bit a bit fundamentos,,4.6,54,Mixed , Course , 1 - 3 Months,coursera
Pontificia Universidad CatÃ³lica de Chile,https://www.coursera.org/learn/gestion-organizaciones-efectivas,gestion organizaciones efectivas,"Business Process Management, Innovation, Leadership and Management, Organizational Development, Planning, Strategy, Strategy and Operations, Human Resources, Business Psychology, Change Management",4.7,2200,Mixed , Course , 1 - 3 Months,coursera
Pontificia Universidad CatÃ³lica de Chile,https://www.coursera.org/learn/programacion-en-python-ii-aprendiendo-a-estructurar-datos,programacion en python ii aprendiendo a estructurar datos,"Calculus, Problem Solving, Leadership and Management, Data Analysis, Strategy, Mathematics, Algebra, Computational Logic, Python Programming",4.7,54,Intermediate , Course , 1 - 3 Months,coursera
Pontificia Universidad CatÃ³lica de Chile,https://www.coursera.org/learn/camino-excelencia-gestion-proyectos,camino excelencia gestion proyectos,"Culture, Leadership and Management, Operations Management, Organizational Development, Planning, Project Management, Strategy and Operations, Business Analysis, Business Process Management, Process Analysis",4.7,6500,Beginner , Course , 1 - 3 Months,coursera
Pontificia Universidad CatÃ³lica de Chile,https://www.coursera.org/learn/escalamiento-exitoso-e-innovacion-en-los-negocios,escalamiento exitoso e innovacion en los negocios,"Organizational Development, Strategy and Operations, Business Development, Business Transformation, Culture, E-Commerce, Probability & Statistics, Probability Distribution, Process Analysis, Product Strategy",4.7,126,Mixed , Course , 1 - 3 Months,coursera
Pontificia Universidad CatÃ³lica de Chile,https://www.coursera.org/learn/analisis-sistemas-de-transporte,analisis sistemas de transporte,Planning,4.7,754,Mixed , Course , 1 - 3 Months,coursera
Pontificia Universidad CatÃ³lica de Chile,https://www.coursera.org/learn/english-common-interactions-workplace-basic-level,english common interactions workplace basic level,,4.7,2100,Mixed , Course , 1 - 3 Months,coursera
Pontificia Universidad CatÃ³lica de Chile,https://www.coursera.org/learn/inversiones-en-los-mercados-de-capitales,inversiones en los mercados de capitales,,4.7,46,Beginner , Course , 1 - 3 Months,coursera
Pontificia Universidad CatÃ³lica de Chile,https://www.coursera.org/learn/demanda-de-transporte,demanda de transporte,,4.7,440,Intermediate , Course , 1 - 3 Months,coursera
Pontificia Universidad CatÃ³lica de Chile,https://www.coursera.org/learn/ingenieria-gastronomica-ciencia-cocina,ingenieria gastronomica ciencia cocina,,4.7,67,Mixed , Course , 1 - 4 Weeks,coursera
Pontificia Universidad CatÃ³lica de Chile,https://www.coursera.org/learn/electrones-en-accion,electrones en accion,Computer Programming,4.8,2500,Mixed , Course , 1 - 4 Weeks,coursera
Pontificia Universidad CatÃ³lica de Chile,https://www.coursera.org/learn/transferencia-tecnologica-investigacion,transferencia tecnologica investigacion,"Design and Product, Innovation, Product Development, Entrepreneurship, Negotiation, Strategy and Operations, Project Management, Research and Design",4.8,685,Beginner , Course , 1 - 4 Weeks,coursera
Pontificia Universidad CatÃ³lica de Chile,https://www.coursera.org/learn/gestionempresarialpyme,gestionempresarialpyme,"Finance, Human Resources, Leadership and Management, Marketing, Planning, Strategy, Communication, Entrepreneurship, Media Strategy & Planning, Strategy and Operations",4.8,5200,Mixed , Course , 1 - 3 Months,coursera
Pontificia Universidad CatÃ³lica de Chile,https://www.coursera.org/learn/ingenieria-trafico,ingenieria trafico,Leadership and Management,4.8,396,Beginner , Course , 1 - 4 Weeks,coursera
Pontificia Universidad CatÃ³lica de Chile,https://www.coursera.org/learn/formacion-docente-habilidades-siglo-veintiuno,formacion docente habilidades siglo veintiuno,"Strategy, Planning",4.8,871,Mixed , Course , 1 - 3 Months,coursera
Pontificia Universidad CatÃ³lica de Chile,https://www.coursera.org/learn/aulaconstructivista,aulaconstructivista,"Human Learning, Planning",4.9,1600,Mixed , Course , 1 - 3 Months,coursera
Pontificia Universidad CatÃ³lica de Chile,https://www.coursera.org/learn/sustentabilida-desafios-latinoamerica,sustentabilida desafios latinoamerica,,4.9,40,Beginner , Course , 1 - 3 Months,coursera
Pontificia Universidad CatÃ³lica de Chile,https://www.coursera.org/learn/recuperacionoptimizadacirugiacolorrectal,recuperacionoptimizadacirugiacolorrectal,,5.0,27,Intermediate , Course , 1 - 4 Weeks,coursera
Pontificia Universidad CatÃ³lica del PerÃº,https://www.coursera.org/learn/analtica-y-ciencia-de-datos-para-negocio,analtica y ciencia de datos para negocio,"Big Data, Data Analysis",4.4,29,Beginner , Course , 1 - 3 Months,coursera
Princeton University,https://www.coursera.org/learn/war,war,,4.6,679,Mixed , Course , 3 - 6 Months,coursera
Princeton University,https://www.coursera.org/learn/comparch,comparch,"Computer Architecture, Computer Programming, Critical Thinking, Microarchitecture, Problem Solving, Software Architecture, Software-Defined Networking, System Software",4.7,2800,Advanced , Course , 3 - 6 Months,coursera
Princeton University,https://www.coursera.org/learn/global-systemic-risk,global systemic risk,"Leadership and Management, Risk Management, Critical Thinking, Decision Making, Supply Chain Systems",4.7,322,Beginner , Course , 1 - 3 Months,coursera
Princeton University,https://www.coursera.org/learn/life-on-other-planets,life on other planets,,4.7,389,Mixed , Course , 3 - 6 Months,coursera
Princeton University,https://www.coursera.org/learn/altruism,altruism,,4.7,729,Beginner , Course , 1 - 3 Months,coursera
Princeton University,https://www.coursera.org/learn/foodethics,foodethics,,4.8,15,Beginner , Course , 1 - 3 Months,coursera
PwC,https://www.coursera.org/learn/powerpoint-presentations,powerpoint presentations,"Business Communication, Communication, Storytelling, Data Visualization, Interactive Data Visualization, Visual Design, Critical Thinking, Planning, Professional Development, Statistical Visualization",4.5,1100,Beginner , Course , 1 - 4 Weeks,coursera
PwC,https://www.coursera.org/learn/decision-making,decision making,"Big Data, Business Analysis, Data Analysis, Data Management, Data Visualization, Decision Making, Business Process Management, Critical Thinking, Customer Analysis, Leadership and Management",4.6,6100,Beginner , Course , 1 - 4 Weeks,coursera
PwC,https://www.coursera.org/specializations/pwc-analytics,pwc analytics,"Data Analysis, Business Analysis, Data Management, Data Visualization, Microsoft Excel, Data Analysis Software, Spreadsheet Software, Problem Solving, Statistical Analysis, Interactive Data Visualization, Statistical Visualization, Extract, Transform, Load, Data Model, General Statistics, Big Data, Critical Thinking, Professional Development, Visualization (Computer Graphics), Decision Making, Communication, Leadership and Management, Business Communication, Storytelling, Business Process Management, Customer Analysis, Forecasting, Visual Design, Planning",4.6,11000,Beginner , Specialization , 3 - 6 Months,coursera
PwC,https://www.coursera.org/learn/data-analysis-project-pwc,data analysis project pwc,"Data Analysis, Microsoft Excel",4.7,249,Beginner , Course , 1 - 3 Months,coursera
PwC,https://www.coursera.org/learn/excel-analysis,excel analysis,"Data Analysis, Microsoft Excel, Business Analysis, Data Management, Problem Solving, Spreadsheet Software, Statistical Analysis, Data Analysis Software, Extract, Transform, Load, General Statistics, Forecasting",4.7,5300,Beginner , Course , 1 - 4 Weeks,coursera
